1681.581055	1420.016357
1680.593750	1399.766602
1679.605469	1422.261597
1678.617188	1419.445312
1677.628906	1424.219238
1676.640625	1426.461792
1675.652344	1408.473877
1674.663086	1433.471924
1673.673828	1440.766113
1672.684570	1443.002930
1671.695312	1485.664917
1670.706055	1492.943726
1669.715820	1520.424438
1668.725586	1555.469116
1667.735352	1527.384521
1666.745117	1625.515747
1665.754883	1685.753296
1664.763672	1680.366577
1663.772461	1710.297607
1662.781250	1732.650269
1661.790039	1770.122925
1660.797852	1847.916870
1659.806641	1779.488647
1658.814453	1751.408325
1657.822266	1761.131592
1656.829102	1813.673584
1655.836914	1778.047241
1654.843750	1873.369629
1653.850586	1837.745361
1652.857422	1890.228516
1651.864258	1862.164062
1650.870117	1826.563110
1649.876953	1831.223022
1648.882812	1901.268433
1647.888672	1915.968506
1646.893555	2013.620483
1645.899414	1975.510620
1644.904297	2037.930298
1643.909180	2035.003418
1642.914062	2145.110107
1641.917969	2199.922852
1640.922852	2159.301758
1639.926758	2219.109131
1638.930664	2293.950928
1637.934570	2338.650391
1636.937500	2415.945557
1635.941406	2377.828857
1634.944336	2394.898193
1633.947266	2296.627197
1632.950195	2331.252686
1631.952148	2293.183594
1630.954102	2345.334961
1629.957031	2307.277832
1628.958984	2141.497803
1627.959961	2241.226562
1626.961914	2288.337646
1625.962891	2147.693848
1624.963867	2144.751953
1623.964844	2174.338379
1622.965820	2223.925293
1621.965820	2180.951416
1620.965820	2303.032959
1619.965820	2380.063232
1618.965820	2367.077637
1617.965820	2359.095215
1616.964844	2348.617432
1615.963867	2345.637695
1614.962891	2350.151367
1613.961914	2397.112061
1612.960938	2379.144531
1611.958984	2376.160156
1610.957031	2375.672119
1609.955078	2465.001709
1608.953125	2484.450684
1607.950195	2670.983643
1606.948242	2700.355225
1605.945312	2884.273682
1604.941406	2945.989746
1603.938477	2980.269531
1602.935547	3116.680420
1601.931641	3188.273193
1600.927734	3297.190918
1599.923828	3074.918213
1598.918945	3213.685547
1597.915039	3305.108154
1596.910156	3319.356445
1595.905273	3465.449707
1594.900391	3586.610107
1593.894531	3506.294678
1592.888672	3612.478516
1591.882812	3668.904053
1590.876953	3789.920898
1589.871094	3923.311035
1588.865234	4081.487305
1587.858398	4214.761230
1586.851562	4434.889648
